EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTDESC_RIP_11040_12;[FromFrom.GetTitledFirstName]'s assistant assured [FromFrom.GetHerHim] you were asleep. However, [FromFrom.GetFirstName]'s potion had failed to fully take effect– even though you could neither speak nor move, you were still aware of everything they did to you. You tried to scream and thrash, but you were a prisoner in your own body. The procedure seemed to last forever...;L'assistant [FromFrom.Get_du_TitledFirstName] lui a assuré que vous dormiez. Cependant, la potion de [FromFrom.GetFirstName] n'a pas fait pleinement effet. Bien que vous ne pouvez ni parler ni bouger, vous avez pleinement conscience de tout ce qu'ils vous font. Vous essayez de crier et de vous débattre, mais vous êtes emprisonné[Root.Get_E] dans votre propre corps. La procédure semble être interminable...;Der Assistent von [FromFrom.GetTitledFirstName] versicherte [FromFrom.GetTitledFirstName], dass Ihr schlafen würdet. Der Euch verabreichte Trank hatte seine volle Wirkung jedoch noch nicht entfaltet. Obwohl Ihr weder sprechen noch Euch bewegen konntet, wart Ihr Euch weiterhin über alles um Euch herum vollkommen bewusst. Ihr versuchtet zwar, zu schreien und Euch hin- und herzuwerfen, doch Ihr wart in Eurem eigenen Körper gefangen. Die Prozedur schien kein Ende zu nehmen ...;;El asistente de [FromFrom.GetTitledFirstName] [FromFrom.GetRleRla] asegura que estás dormid[Root.GetOA]. Sin embargo, la poción de [FromFrom.GetFirstName] no hizo efecto del todo. Aunque no puedes ni hablar ni moverte, seguías siendo consciente de todo lo que te hicieron. Intentaste gritar y maldecir, pero estabas prisioner[Root.GetOA] en tu propio cuerpo. La operación pareció no terminar nunca…;;;;;;;;;x
EVTDESC_RIP_11040_13;[FromFrom.GetTitledFirstName] informed you that [FromFrom.GetSheHe] had identified the tainted tissue which was the root of your disease, and that removing it would most likely cure you. You were most pleased and agreed to the surgery. However, in hindsight, you wish that [FromFrom.GetFirstName] told you that "the tissue" was your face...;[FromFrom.Get_Le_TitledFirstName] vous avait annoncé avoir identifié le tissu à la racine de votre mal et qu'une ablation devrait vous guérir. Affichant votre satisfaction, vous aviez donné votre accord pour la chirurgie. Mais, avec le recul, vous auriez aimé que [FromFrom.GetFirstName] vous dise que « le tissu » en question était votre visage...;[FromFrom.GetTitledFirstName] erklärte, [FromFrom.GetSheHe] habe das befallene Gewebe, das der Ursprung Eures Leidens sei, identifiziert. Es zu entfernen, würde Euch höchstwahrscheinlich heilen, und darüber erfreut, stimmtet Ihr einer Operation zu. Im Nachhinein hättet Ihr es aber bevorzugt, wenn [FromFrom.GetFirstName] Euch zuvor darüber aufgeklärt hätte, dass es sich bei diesem Gewebe um Euer Gesicht handelte ...;;[FromFrom.GetTitledFirstName] te informó que ha identificado el tejido contaminado que era la causa de tu enfermedad y que retirarlo probablemente te cure. Eso te alegró y aceptaste la cirugía. Sin embargo, viéndolo con perspectiva, piensas que ojalá [FromFrom.GetFirstName] te hubiera dicho que el «tejido» era tu cara…;;;;;;;;;x
EVTDESC_RIP_11040_14;[FromFrom.GetTitledFirstName] buckled the last strap, securing you on the operating table. "I will not lie to you, my [Root.GetLordLady]. This will be excruciatingly painful, but it must be done." You tried to protest when [FromFrom.GetFirstName] brought out the saw, but due to the calming potion [FromFrom.GetSheHe] had made you drink, you slurred the words beyond comprehension.;[FromFrom.Get_Le_TitledFirstName] a bouclé la dernière sangle vous attachant à la table d'opération. « M[Root.GetOnA][Root.GetLordLady], je ne vais pas vous mentir. Ce sera atrocement douloureux, mais cela doit être fait. » Vous essayez de protester alors que [FromFrom.GetFirstName] apporte une scie, mais à cause de la potion calmante qu'[FromFrom.GetIlElle] vous a fait boire, vous prononcez mal les mots au point qu'ils sont incompréhensibles.;[FromFrom.GetTitledFirstName] befestigte den letzten Riemen, um Euch auf dem Operationstisch zu fixieren. "Ich möchte ehrlich mit Euch sein, dieser Vorgang wird äußerst schmerzhaft, aber es muss getan werden." Ihr versuchtet zu protestieren, als [FromFrom.GetFirstName] die Säge herausholte, doch aufgrund des betäubenden Tranks, den [FromFrom.GetSheHe] Euch zuvor verabreicht hatte, bringt Ihr kein verständliches Wort hervor.;;[FromFrom.GetTitledFirstName] abrocha la última correa, sujetándote a la mesa de operaciones. «No os mentiré, mi [Root.GetLordLady]. Será tremendamente doloroso, pero debe hacerse». Intentas protestar cuando [FromFrom.GetFirstName] trae la sierra, pero debido a la poción tranquilizante que te hizo beber, arrastras las palabras más allá de la comprensión.;;;;;;;;;x
EVTDESC_RIP_11040_15;[FromFrom.GetTitledFirstName] buckled the last strap, securing you on the operating table. "I will not lie to you, my [Root.GetLordLady]. This will be excruciatingly painful, but it must be done." You tried to protest when [FromFrom.GetFirstName] brought out the saw, but due to the calming potion [FromFrom.GetSheHe] had made you drink, you slurred the words beyond comprehension.;[FromFrom.Get_Le_TitledFirstName] a bouclé la dernière sangle vous attachant à la table d'opération. « M[Root.GetOnA][Root.GetLordLady], je ne vais pas vous mentir. Ce sera atrocement douloureux, mais cela doit être fait ». Vous essayez de protester alors que [FromFrom.GetFirstName] apporte une scie, mais à cause de la potion calmante qu'[FromFrom.GetIlElle] vous a fait boire, vous prononcez mal les mots au point qu'ils sont incompréhensibles.;[FromFrom.GetTitledFirstName] befestigte den letzten Riemen, um Euch auf dem Operationstisch zu fixieren. "Ich möchte ehrlich mit Euch sein, dieser Vorgang wird äußerst schmerzhaft, aber es muss getan werden." Ihr versuchtet zu protestieren, als [FromFrom.GetFirstName] die Säge herausholte, doch aufgrund des betäubenden Tranks, den [FromFrom.GetSheHe] Euch zuvor verabreicht hatte, bringt Ihr kein verständliches Wort hervor.;;[FromFrom.GetTitledFirstName] abrocha la última correa, sujetándote a la mesa de operaciones. «No os mentiré, mi [Root.GetLordLady]. Será tremendamente doloroso, pero debe hacerse». Intentas protestar cuando [FromFrom.GetFirstName] trae la sierra, pero debido a la poción tranquilizante que te hizo beber, arrastras las palabras más allá de la comprensión.;;;;;;;;;x
EVTDESC_RIP_11041;[FromFrom.GetBestName] gave me a mix of herbal tea to drink daily and I was told to relax and avoid food.;[FromFrom.Get_only_Le_Title][FromFrom.GetBestName] m'a donné un mélange de tisanes à boire tous les jours et m'a dit de me détendre et d'éviter les aliments.;[FromFrom.GetBestName] brachte mir einen Kräutertee, den ich täglich trinken soll. Außerdem soll ich mich ausruhen und Essen meiden.;;[From.GetBestName] me dio una mezcla de tés de hierbas para que lo beba todos los días, me dijo que me relajase y evitase la comida.;;;;;;;;;x
EVTDESC_RIP_11041_1;[FromFrom.GetTitledFirstName] insisted that your humors were out of balance and that the best way to restore them would be through bloodletting. After consulting the astronomical charts, [FromFrom.GetSheHe] decided that you should be bled from your armpits and temples.;[FromFrom.Get_Le_TitledFirstName] a insisté sur le fait que vous vous sentiriez mieux si vos humeurs retrouvaient leur équilibre et que la meilleure façon d'y parvenir était de faire des saignées. Après avoir consulté les cartes astronomiques, [FromFrom.GetIlElle] a décidé que la saignée devrait se faire au niveau des tempes et des aisselles.;[FromFrom.GetTitledFirstName] beharrte darauf, dass Eure Säfte nicht im Gleichgewicht seien, und dass die beste Abhilfe dafür ein Aderlass sei. Nachdem [FromFrom.GetSheHe] astronomische Karten konsultiert hatte, kam [FromFrom.GetSheHe] zu dem Schluss, dass Ihr unter den Achseln und an den Schläfen zur Ader gelassen werden solltet.;;[FromFrom.GetTitledFirstName] insiste que tus humores están desequilibrados y que el mejor modo de restáuralos será con una sangría. Tras consultar las cartas astronómicas, decide que debes ser desangrado por axilas y sienes.;;;;;;;;;x
EVTDESC_RIP_11041_2;[FromFrom.GetTitledFirstName] told you to undress and then kneel with your buttocks raised. That was awkward enough, but when you saw the instrument in [FromFrom.GetHerHis] hands you almost bolted. [FromFrom.GetFirstName] must have noticed, because [FromFrom.GetSheHe] patted you calmingly on the shoulder and told you to stop clenching.;[FromFrom.Get_Le_TitledFirstName] vous a dit de vous déshabiller et puis de vous mettre à genoux avec votre derrière relevé. Ce fut déjà assez incommodant, mais quand vous avez vu l'instrument entre ses mains, vous étiez à deux doigts de vous enfuir. [FromFrom.GetFirstName] doit l'avoir remarqué, puisqu'[FromFrom.GetIlElle] vous a donné une petite tape sur l'épaule et vous a dit de ne pas vous inquiéter.;[FromFrom.GetTitledFirstName] wies Euch an, Euch zu entkleiden und dann mit erhobenem Hinterteil niederzuknien. Als ob dies nicht schon unangenehm genug gewesen wäre, trieb Euch der Anblick des Instruments, das [FromFrom.GetSheHe] in den Händen hielt, beinahe in die Flucht. [FromFrom.GetFirstName] schien Eure Sorgen zu bemerken, denn [FromFrom.GetSheHe] tätschelte beruhigend Eure Schulter und bat Euch, zu entkrampfen.;;[FromFrom.GetTitledFirstName] dijo que te desnudases y te arrodillaras con las nalgas levantadas. Eso ya fue raro, pero cuando viste el instrumento en sus manos, casi saliste corriendo. [FromFrom.GetFirstName] debió de verlo, porque te dio unas palmaditas tranquilizadoras en el hombro y dijo que dejases de apretar.;;;;;;;;;x
EVTDESC_RIP_11041_3;[FromFrom.GetTitledFirstName] entered your chambers with an earthenware jar cradled in [FromFrom.GetHerHis] arms and came to sit by your bed. [FromFrom.GetSheHeCap] pulled a leech from the jar and gave it a most tender look before carefully placing it on your face. "Remain still, my [Root.GetLordLady]. Better not disturb their feeding.";[FromFrom.Get_Le_TitledFirstName] entra dans vos appartements avec un pot en terre cuite tenu délicatement entre ses mains et s'assit près de votre lit. [FromFrom.GetIlElleCap] en sortit une sangsue qu'[FromFrom.GetIlElle] regarda avec un regard tendre et la plaça sur votre visage. « Restez immobile, M[Root.GetOnA][Root.GetLordLady]. Mieux vaut ne pas déranger son alimentation ».;[FromFrom.GetTitledFirstName] betrat Eure Gemächer mit einem Tontopf in den Armen und setzte sich an Euer Bett. [FromFrom.GetSheHeCap] nahm einen Blutegel aus dem Topf, bedachte ihn mit einem liebevollen Blick und platzierte ihn dann vorsichtig auf Eurem Gesicht. "Bitte haltet still. Beim Saugen sollten sie nicht gestört werden.";;[FromFrom.GetTitledFirstName] entró en tus aposentos sosteniendo una jarra de barro en sus brazos y se sentó en la cama. [FromFrom.GetElEllaCap] sacó una sanguijuela de la jarra y le echó un tierno vistazo antes de ponerla en tu cara con mucho cuidado. «No os mováis, [Root.GetLordLady]. Mejor que no las molestéis cuando se alimentan».;;;;;;;;;x
EVTDESC_RIP_11041_4;When [FromFrom.GetTitledFirstName] entered your chambers [FromFrom.GetSheHe] was followed by an air most foul. The stench seemed to originate from the jar in [FromFrom.GetHerHis] hands– "a mixture of cow's dung and herbs for your poultice, [Root.GetMasterMistress]". When [FromFrom.GetFirstName] proceeded to smear it on your chest you almost retched.;Lorsque [FromFrom.Get_le_TitledFirstName] entra dans vos appartements, une odeur infecte se répandit dans la pièce. La puanteur semblait provenir du pot dans ses mains. « Une mixture à base de bouse de vache et d'herbes pour votre cataplasme, [Root.GetMasterMistress] ». Lorsqu'[FromFrom.GetIlElle] commença à enduire votre poitrine, vous avez presque vomi.;[FromFrom.GetTitledFirstName] betrat Eure Gemächer, eingehüllt von einem äußerst übelriechenden Gestank. Der Gestank schien aus dem Gefäß zu dringen, das [FromFrom.GetSheHe] in den Händen hielt. "Eine Mischung aus Kuhdung und Kräutern für Euren Umschlag, [Root.GetMasterMistress]." Als [FromFrom.GetFirstName] damit begann, diese Mischung auf Eurer Brust zu verteilen, musstet Ihr Euch beinahe übergeben.;;Cuando [FromFrom.GetTitledFirstName] entró en tus aposentos, le seguía un aire bastante nauseabundo. El olor parece venir de una jarra en sus manos. «Una mezcla de boñiga de vaca y hierbas para vuestra cataplasma, [Root.GetMasterMistress]». Cuando [FromFrom.GetFirstName] procedió a embadurnarte con ella, casi te desmayaste.;;;;;;;;;x
EVTDESC_RIP_11041_5;[FromFrom.GetTitledFirstName] presented you with the charred carcass of a cat and prompted you to dig in. As you ate, [FromFrom.GetSheHe] told you how [FromFrom.GetSheHe] had chased the plump feline around your holdings for hours. You felt as if [FromFrom.GetSheHe] wanted praise for [FromFrom.GetHerHis] hard work, but the vile taste of the meal kept you silent.;[FromFrom.Get_Le_TitledFirstName] vous a apporté une carcasse carbonisée d'un chat et vous a dit de le manger. Alors que vous vous exécutez, [FromFrom.GetIlElle] vous dit comment [FromFrom.GetIlElle] a chassé le félin bien en chair dans les environs de votre propriété pendant des heures. Vous pensez qu'[FromFrom.GetIlElle] attend des éloges pour son dur travail, mais la saveur exécrable du repas vous fait garder le silence.;[FromFrom.GetTitledFirstName] brachte Euch eine verkohlte Katzenleiche und ermunterte Euch, zuzugreifen. Während Ihr sie verzehrtet, erzählte [FromFrom.GetSheHe] Euch, wie [FromFrom.GetSheHe] der Katze stundenlang in Eurer Liegenschaft hinterhergejagt war. Ihr hattet das Gefühl, [FromFrom.GetSheHe] sei auf ein Lob für diese harte Arbeit aus, doch der ekelerregende Geschmack Eures Mahls verdarb Euch jegliche Lust, etwas zu sagen.;;[FromFrom.GetTitledFirstName] te presenta los restos carbonizados de un gato y te animó a comerlos. Según comías, te contó como persiguió al felino regordete en por tus posesiones durante horas. Te parece que espera un halago por su duro trabajo, pero el asqueroso sabor de la carne te mantiene en silencio.;;;;;;;;;x
EVTDESC_RIP_11041_6;[FromFrom.GetTitledFirstName] brought a croaking bucket to your chambers and told you to expose your upper body. [FromFrom.GetSheHeCap] grabbed a toad, gutted it with a deft hand and proceeded to place the still twitching carcass on your chest. [FromFrom.GetFirstName] continued until the bucket was empty and your torso was covered.;[FromFrom.Get_Le_TitledFirstName] apporte un seau coassant dans vos appartements et vous dit de mettre à nu la partie supérieure de votre corps. [FromFrom.GetIlElleCap] attrape un crapaud, l'étripe adroitement et place la carcasse qui bouge encore sur votre poitrine. [FromFrom.GetFirstName] continue ainsi jusqu'à ce que le seau soit vide et que votre torse soit recouvert.;[FromFrom.GetTitledFirstName] brachte einen quakenden Eimer in Eure Gemächer und wies Euch an, den Oberkörper freizumachen. Dann griff [FromFrom.GetSheHe] sich eine Kröte aus dem Eimer, weidete sie geschwind aus und legte die noch immer zuckende Krötenleiche auf Eure Brust. [FromFrom.GetFirstName] wiederholte diesen Vorgang so lange, bis der Eimer leer und Euer Oberkörper völlig bedeckt waren.;;[FromFrom.GetTitledFirstName] trae un cubo que croa a tus aposentos y te dice que expongas la mitad superior del cuerpo. [FromFrom.GetElEllaCap] agarra un sapo, lo destripa con destreza y pone el cadáver aún palpitante sobre tu pecho. [FromFrom.GetTitledFirstName] continuó hasta que el cubo estuvo vacío y tu torso cubierto.;;;;;;;;;x
